sents,labels
yo just end [SEPA] lmao tryhards,O O O SEPA O O
thats what you get by having a melee support spec,P P P O O O O O S O
ggwp,S
what,P
haha,O
rc pls,O O
no,O
fast scepter 30 mins,O O O O
wp,S
roshan,S
report ta pls,S C O
how long,O O
new year,O O
you almost die,P O O
that lc,P D
hakey,O
haha thats all you can say gay [SEPA] suck a dick gay,O P P P O O T SEPA T O T T
ok,O
LOL,O
GIVE HER RAMPAGE XD,O P O O
ez,S
its dazl mid [SEPA] strong [SEPA] crfat armlet,P C S SEPA O SEPA O D
lmao 300,O O
like 1k ping,O O O
ez kid,S O
gg retard blue [SEPA] talk shit [SEPA] please do,S T O SEPA O T SEPA O O
wstyd zaoszczedzony panowie,O O O
need luck in random player for win,O O O O O O O
crybabies [SEPA] ur all shit,O SEPA P P T
no i mean ur master [SEPA] hmm [SEPA] u are his dog,O P O P O SEPA O SEPA P O P O
niga,O
mooooooh,O
u like safe to leave,P O S O O
GG,S
home baby,O O
LOL [SEPA] HAHAHA,O SEPA O
oh wait [SEPA] he was actually trying to trash talk me,O O SEPA P O O O O O O P
against a radiance [SEPA] miss chance is just too much [SEPA] gg wp,O O D SEPA S O O O O O SEPA S S
why me [SEPA] omg [SEPA] full peruvians [SEPA] briste without first skill,O P SEPA O SEPA O T SEPA O O O S
#ERROR!,O
woah,O
gg,S
gg,S
np,O
For the sake of not getting him on your team [SEPA] you should want to report this dude,O O O O O O P O P O SEPA P O O O S P P
fuck [SEPA] i missed the timing [SEPA] instant retribution,T SEPA P O O O SEPA O O
yup,O
FUck you BB [SEPA] feeder BB,T P C SEPA S C
yes,O
commend support [SEPA] xD,O S SEPA O
tiny [SEPA] wp [SEPA] u in our team [SEPA] commend tiny [SEPA] gave me triple,C SEPA S SEPA P O P O SEPA O C SEPA O P O
0,O
gg wp,S S
haha,O
Lol,O
HAHA,O
sht,O
just end,O O
Hah,O
THANK YOU COME AGAIN,O P O O
ez ez ez,S S S
Boris,O
G rs,O O
GG [SEPA] we have no wards LOL,S SEPA P O O S O
if have 5 k like this i do not want to go 5 k :) [SEPA] really useless wk,O O O O O P P O O O O S O O O SEPA O O O
gg,S
go clinkz [SEPA] hit me,S C SEPA O P
ROFL,S
meka after spec rad [SEPA] LOL,D O O O SEPA O
fucking am,T C
10 years no bkb,O O O D
suck it techies,T P C
Shit,T
jaja,O
let him reconncet,O P O
SCARED AS SHIT,O P T
hello tiny,O C
we focken lost,P O O
seriously from min 1 [SEPA] storm and fucking pink [SEPA] arguing about mid [SEPA] probably both 4k shitters [SEPA] unranked is better than this shit,O O O O SEPA C O T O SEPA O O S SEPA O P O T SEPA O O O O P T
FUCK U TIDE,T P C
WAT,O
gg wp,S S
xd,O
gg wp,S S
top dauni na lc v lesu [SEPA] Gg wp,S O O D O O SEPA S S
lol,O
AM [SEPA] PLEASE,C SEPA O
jugs was crap,T O T
i do that all the time,P O P P O O
HAHAHA,O
reportslark [SEPA] thx,O SEPA O
JUGGER FARMING,C S
volume on zero fucking stupid [SEPA] people,O O O T T SEPA O
ggwp,S
::_,O
:),O
you started unpausing for slardar straight away,P O O O C O O
OMG,O
ff pls,S O
yah,O
GG wp [SEPA] GG WP ez team [SEPA] FINISH FAST PLS [SEPA] REPORT VS AND MEDUSA ty,S S SEPA S S S O SEPA O O O SEPA S O O C O
no,O
teams retarded,O T
o O,O O
EZZ,S
GG WP,S S
ww don feed [SEPA] ur carry suck,C O D SEPA P S T
you dont push,P O S
why,O
Losing mid to potm [SEPA] Isntant unpause [SEPA] Somee1 is mad,O S O C SEPA O O SEPA O O O
haha,O
no ss ogre,O C C
wb,O
gg wp,S S
yep [SEPA] end,O SEPA O
try is hard,O O O
ez mid,S S
invoker noob,C T
wow what a spirit,O P O D
noob [SEPA] dog [SEPA] LIKE LC [SEPA] HAHAHAHAHA,T SEPA O SEPA O D SEPA O
d throw is real,O S O O
NEED RESTART,O O
yea u p lay like shit tho,O P O O O T O
legit,O
Yeah maybe now you can get your second tower,O O O P O O P O S
rematch [SEPA] he will not be able to reconnect [SEPA] dota reborn bug,O SEPA P O O O O O O SEPA D O O
top,S
your grammar wounds my eyeballs russian scum,P O O P O O T
GO,S
SUICIDE,O
gg,S
lag,O
fuck off [SEPA] piece of syhit [SEPA] cnacer [SEPA] rage [SEPA] GG,T S SEPA O O O SEPA O SEPA D SEPA S
this game sucks fucking ass just cuz of you dist [SEPA] faggot,P O T T T O P O P O SEPA T
GG,S
Stop feeding,O S
WOW [SEPA] ss youre shit [SEPA] dont know how you lost mid,O SEPA C O T SEPA O O O P O S
what [SEPA] seriously [SEPA] what the shit was that,P SEPA O SEPA P O T O P
u should feed us [SEPA] get back at them,P O D P SEPA O S O P
in which country of eu west [SEPA] do u speak that language,O P O O O O SEPA O P O P O
e,O
ahhhhhhhhhhhhhh,O
kl,O
ff [SEPA] ez pudge [SEPA] fucking pudge picker,S SEPA S C SEPA T C O
dont know [SEPA] dont ask [SEPA] im tired,O O SEPA O O SEPA O O
u nkow its a good start,P O P O O O
10,O
report spectr,S O
Haha [SEPA] let them doom [SEPA] :),O SEPA O P C SEPA O
AHA [SEPA] HAHA,O SEPA O
lmao,O
fail mid,O S
that i lost previous game,P P O O O
wow you guys dont want me to get smaterz [SEPA] TA [SEPA] youve been on my dick non stop homie,O P P O O P O O O SEPA C SEPA O O O P T O O O
resume again i quit,O O P O
Dk no stum nice,C O O O
Lol [SEPA] WAOW,O SEPA O
hp,O
rustard,O
ooohoo,O
ez,S
feeder reported [SEPA] lina,S O SEPA C
SK,C
yeah,O
this is trash 3k carrys [SEPA] and qq lich,P O O O S SEPA O O C
gg,S
qop feed,C D
ezzzz,S
lol,O
fuck off,T S
i dont have blink you know [SEPA] cant save you everytime,P O O D P O SEPA O O P O
all over your chest,P O P O
:D,O
caya cmtr,O O
NICE,O
gg wp,S S
feed [SEPA] Yes,D SEPA O
ready,O
GG,S
hahahaha,O
TAKDE [SEPA] BGTAU I AWAL AWAL [SEPA] opps [SEPA] OMG [SEPA] SORRY,O SEPA O P O O SEPA O SEPA O SEPA O
phase boots,D D
gg,S
ez sb,S C
pro mid,O S
scared :D,O O
just end,O O
we are nerds,P O O
my darling frieenddd,P O O
ez [SEPA] supp,S SEPA O
EZ MID,S S
we have ember noob [SEPA] wtf fail,P O C T SEPA T O
jaja,O
never saw so much failed mid and hard carry,O O O O O S O O S
Alche still seems to defend :P,C O O O O O
ez [SEPA] U lose t2 [SEPA] 3,S SEPA P O O SEPA O
rapier = best item in game [SEPA] buy rapier every game and you will win,D O O O O O SEPA O D O O O P O O
ez mid qop,S S C
W8,O
im getting too intelligient,O O O O
WOOO [SEPA] piece [SEPA] not peace,O SEPA O SEPA O O
stop defending plz,O O O
nah,O
run sf [SEPA] run son [SEPA] quick [SEPA] run [SEPA] lawl,O C SEPA O O SEPA O SEPA O SEPA O
ty for all the tree [SEPA] trees,O O P O O SEPA O
wait pls,O O
two mins,O O
wk,O
WOOOOOOOOOOOOOW,O
gg wp,S S
top [SEPA] feed bro,S SEPA D P
no time,O O
ez motherfuckers,S T
gg,S
not rc,O O
wp,S
hurry the fuck up,O O T O
that for pudge bitch,P O C T
ez mid,S S
EZ,S
haha,O
but u arent skilled,O P O O
he dont know how to fucking control lane,P O O O O T D S
we wait,P O
gg,S
mirana [SEPA] you [SEPA] [SEPA] you [SEPA] oh,C SEPA P SEPA SEPA P SEPA O
XD,O
ezmid,S
reported ES,O C
noob as always,T P O
not teamfighting with them anymore,O O O P O
lol,O
wtf is ur problem,T O P O
is this greek,O P O
ggwp,S
shut up can [SEPA] wtf,O O O SEPA T
you are gone,P O O
yeah server may down packet loss 5 so shit [SEPA] sry wrong chat,O O O O O O O O T SEPA O O O
ok,O
lamo,O
[SEPA] Trable,SEPA O
SJ,O
gg,S
ne gg,O S
well you are not pushing,O P O O O
gg,S
Gg,S
AND FUCKING WR,O T C
epic 5 man [SEPA] you spics,O O P SEPA P O
omni offlane LOL,C S O
ITS NOT WR [SEPA] ITS YOU GUYS,P O C SEPA P P P
lolol,O
glhf,S
rs [SEPA] rs [SEPA] Rs [SEPA] rs [SEPA] Rs [SEPA] rs,O SEPA O SEPA O SEPA O SEPA O SEPA O
we know you will die soon its okay,P O P O O O P O
yes Today :S,O O O
lc cristalis,D O
rc only bcos of lag,O O O O O
gg,S
terminen [SEPA] rapido,O SEPA O
ya,O
wp,S
playing mmr with shit pc,O D O T O
s,O
ROFL DP,S C
ff [SEPA] im afk,S SEPA O S
ty,O
wait waaa,O O
HAHAA,O
gege,O
shit team,T O
wow,O
STFUUU,O
That is good enough,P O O P
hahahahaha,O
slow,O
we cant wait that lo [SEPA] ng,P O O P O SEPA O
fck shit DC,T T O
We won early [SEPA] and mid game too,P O O SEPA O S O O
fucking shit [SEPA] holyshit,T T SEPA O
life is life,O O O
commend slardar,O C
nice wr support [SEPA] if i had that some good support,O C S SEPA O P O P P O S
:3 [SEPA] agian pls,O SEPA O O
2:11,O
areu high,O O
no mana lucky,O S O
jesus,O
Spouky,O
ok,O
idiot [SEPA] bb pls,T SEPA C O
haha [SEPA] lol [SEPA] haha,O SEPA O SEPA O
if i had a support game owuld have been ez but i got ttrash aa,O P O O S O O O O S O P O O C
kk,O
Report ss,S C
fuck you all,T P P
he is dead la,P O T O
cant wait till wr nerf,O O O C O
rubick [SEPA] i fuk ur mom bloody,C SEPA P T P D O
gg,S
yo [SEPA] fuck you,O SEPA T P
:D,O
LEL [SEPA] GGWP,O SEPA S
HAHA,O
noob u,T P
bastard [SEPA] voker,T SEPA C
i would say he is got depression,P O O P O O O
END FAST,O O
lol [SEPA] ahgahhaa,O SEPA O
haha,O
noobest am :),T C O
he paused to discuss the situation [SEPA] tactical pause,P O O O O O SEPA O O
gg,S
you sure thats it,P O P P
just a 3rd straight loss in a row,O O O O O O O O
rocket [SEPA] russian retard,O SEPA O T
horoshiy doom,O C
hit freeand me againt wr [SEPA] see [SEPA] hahhaa [SEPA] why,O O P O C SEPA O SEPA O SEPA O
end [SEPA] end,O SEPA O
Yeha 1,O O
really,O
gg wp nooob team,S S O O
very [SEPA] |,O SEPA O
nice hero pick,O O O
tampar aku mas,O O O
hahaha [SEPA] are you sure [SEPA] but im happy,O SEPA O P O SEPA O O O
end thanks [SEPA] 4 cancers,O O SEPA O S
my am is noob,P C O T
i knew it [SEPA] i felt the pressence of the dark lord,P O P SEPA P O O O O O C O
lick [SEPA] like [SEPA] omfg,O SEPA O SEPA O
Ez katka,S O
and,O
hha,O
brown afk,O S
pause [SEPA] noob venge [SEPA] pause [SEPA] venge noob [SEPA] xaxa [SEPA] this noob venge [SEPA] pause tard,O SEPA T C SEPA O SEPA C T SEPA O SEPA P T C SEPA O T
bravo alo,O O
actually I should receive the commend,O P O O O O
[SEPA] Lfdyj gjhf,SEPA O O
gg,S
ulti me more often necro please,S P O O C O
k,O
thx fo rthe int fuckboys,O O O O O
trash talking [SEPA] afraid to speak English you illiterate fuck,O O SEPA O O O O P O T
nice ta,O C
fu cena [SEPA] im the wwe champion not you,T O SEPA O O O O O P
HAHAHA,O
PA BEST [SEPA] RLY [SEPA],C O SEPA O SEPA
es alive [SEPA] i show mercy,C O SEPA P O O
JOJOJO [SEPA] JOJOJOJOJOJOJO,O SEPA O
lol [SEPA] oie,O SEPA O
Wew,O
sec [SEPA] pc hang,O SEPA O O
carry por suport :),S O S O
lol u failed bottom,O P O S
ggwp,S
ogre mid,C S
lost mid [SEPA],O S SEPA
LMAO [SEPA] he [SEPA] did not [SEPA] he [SEPA] he didn t [SEPA] LOL,O SEPA P SEPA O O SEPA P SEPA P O O SEPA O
bb m agnus,C O C
Ez mid,S S
GGWP [SEPA] WP SF,S SEPA S C
wp luna,S C
ez,S
idiots,T
WOW,O
[SEPA] LOL,SEPA O
shouldnt have lost ;(,O O O O
ahahahaha,O
BRAVO,O
asshole,T
no,O
Ez,S
2 time [SEPA] die by neutral [SEPA] wtf,O O SEPA O O O SEPA T
so sad,O O
ez mid,S S
how u know,O P O
shas bi ld picknut mmmmmmmmm,O T O O O
is this even rnked,O P O O
courier kill first,D O O
wp,S
GLHF,S
lol,O
we waited like 5 hours,P O O O O
gg,S
IDIOT SILENCER,T C
dmg [SEPA] so feeling good [SEPA] noob,O SEPA O O O SEPA T
lol,O
u cant sound cool saying that [SEPA] when u just missed your stun,P O O O O P SEPA O P O O P S
GG,S
write [SEPA] me [SEPA] pls,O SEPA P SEPA O
O [SEPA] M [SEPA] G,O SEPA O SEPA O
noobs,T
lagging,O
hey [SEPA] u knw clement,O SEPA P O O
see the item of qop [SEPA] he got 4k,O O O O C SEPA P O O
U AR HARDEST NOOB [SEPA] N TH S GAME [SEPA] OKE STEALER SON OF B TCH,P O O T SEPA O O O O SEPA O O O O S O
ez game ez lyfe,S O S O
:/,O
do u want to pause,O P O O O
nah this team wass just shit [SEPA] idiot called mid,O P O O O T SEPA T O S
LOSS [SEPA] D,O SEPA O
i can beat any of you lil shits 1 v but my team sadly sucks balls,P O O P O P O T O O O P O O T T
co me,O P
lol [SEPA] ok [SEPA] i odnt get it [SEPA] but ok [SEPA] rofl,O SEPA O SEPA P O O P SEPA O O SEPA S
nobody cares,P S
clock i bought a mango just for you,C P O O O O O P
can u stfu no one cares remotely about your or your opinion,O P T O P S O O P O P O
don ; t expect me to win mid [SEPA] direct quote from invoker,O O O O P O O S SEPA O O O C
u guys are annoying lol,P P O O O
what a hero :),P O O O
SASGGGDDD,O
I would love to [SEPA] lets get in that 69 mana stream,P O O O SEPA O O O P O S O
pudge call mis for your team,C O O O P O
just tell me if you are that pro [SEPA] believe bristleback,O O P O P O P O SEPA O D
EZ,S
end mid,O S
Ggwp,S
the fuck is wrong with you [SEPA] fucking 4ks,O T O O O P SEPA T O
stop dota pinoys,O D O
Gg,S
lol,O
: [SEPA] nothing sure in dota,O SEPA P O O D
Nah sf can get mek,O C O O D
es,C
shit mirana,T C
who wouldve expected that am in the lane to become this,P O O P C O O S O O P
u landed plenty on you fuckwit,P O O O P T
D,O
lol,O
ye,P
LMAO,O
all alch pickers = retards,P C O O T
nahhhh [SEPA] pure skill,O SEPA O S
Ogre you played especially well [SEPA] You fucked me up more than I want to admit,C P O O O SEPA P T P O O O P O O O
divine,D
as hell [SEPA] that noob ta [SEPA] is talking [SEPA] without tp [SEPA] he is talking,P O SEPA P T C SEPA O O SEPA O S SEPA P O O
i say my team [SEPA] this game is sure lose,P O P O SEPA P O O O O
paket loss,O O
no tengo carrys,O O S
gg,S
her wooden pc [SEPA] haha [SEPA] be fair,P O O SEPA O SEPA O O
this slark is a kid :D,P C O O O O
Report plz,S O
lal right,O O
ggwp [SEPA] f,S SEPA O
[SEPA] gg,SEPA S
who is samuel,P O O
ed [SEPA] end,O SEPA O
ahh bummer [SEPA] its tuesday here,O O SEPA P O O
holyshit [SEPA] cumback,O SEPA O
wan [SEPA] come take [SEPA] who wan [SEPA] come take,O SEPA O S SEPA P O SEPA O S
learn english,O O
lol,O
[SEPA] report for what,SEPA S O P
noob team gg,T O S
gg [SEPA] wp,S SEPA S
ggwp,S
[SEPA] what,SEPA P
no idea,O O
i repoted u slardar [SEPA] HAHAHA,P O P C SEPA O
gg,S
hahah,O
wp am,S C
10 actually [SEPA] 2 each,O O SEPA O P
haha,O
report wr please,S C O
cookkk,O
this spectre has no clue how to play carry,P C O O O O O O S
team 2 mid noob,O O S T
dildo chen,T C
:D,O
you need 34min for this shit fest [SEPA] trashlords vs trashlords [SEPA] holy moly,P O O O P T O SEPA O O O SEPA O O
:,O
jajaj [SEPA] ez mid,O SEPA S S
IM A FUCKING ELSa [SEPA] WHY YOU REALLY WANT KILL ME,O O T O SEPA O P O O O P
lolc [SEPA] noob,O SEPA T
LOL [SEPA] SUICIDE,O SEPA O
JOJOO [SEPA] NICE ULTI [SEPA] JIOJOJOJOJO,O SEPA O S SEPA O
hes online,O O
thanks mate,O O
buhat na buhat [SEPA] kingina [SEPA] HAHHAH,O O O SEPA O SEPA O
lol,O
ahahah,O
REPROT THIS SON OF WHORE,O P O O T
Stop crying,O O
run bitch,O T
:v,O
out liched,O O
Stupid dead,T T
FOR THE HOLY MOTHER RUSSIA [SEPA] im going FARM,O O O C O SEPA O O S
w3w [SEPA] ez,O SEPA S
THAT [SEPA] WD [SEPA] HAHAHAHA [SEPA] gg,P SEPA C SEPA O SEPA S
3 8 [SEPA] 0 10,O O SEPA O O
how embarrasing,O O
still mad,O O
wait,O
fuck u,T P
end [SEPA] invoker [SEPA] go [SEPA] Straight [SEPA] pls [SEPA] we dont def [SEPA] anymore,O SEPA C SEPA S SEPA O SEPA O SEPA P O O SEPA O
rs guys,O P
fairly easy internet multiplayer videogame enviroment,O O O O O O
FUCKING DISGUSTING,T O
nice trilane [SEPA] T T T,O S SEPA O O O
ez 2 kill alche,S O O C
wp,S
Invoker dog shit,C O T
party,O
gg,S
ggwp [SEPA] thank you axe for wasting my time,S SEPA O P C O O P O
look at the chat,O O O O
:P [SEPA] gg [SEPA] report qop [SEPA] ty,O SEPA S SEPA S C SEPA O
and pause [SEPA] you gaycunt,O O SEPA P O
haha,O
10 man wipe,O P S
lmao,O
give it the smack,O P O T
fucking noob tiny,T T C
tiny,C
g,O
fuck you,T P
ya ez,O S
no plans of coming back,O O O O S
gg,S
gl,S
fag,T
gg [SEPA] report riki ty,S SEPA S C O
more gold [SEPA] and u were not a 10,O O SEPA O P O O O O
Hello,O
hahah,O
Lol,O
no prob,O O
bitch [SEPA] comment [SEPA] commend,T SEPA O SEPA O
commend pudge,O C
fuck,T
COMMEND ME BARA,O P C
no meka [SEPA] no sy,O D SEPA O O
offline about 5 mins ago,O O O O O
Fly away,O O
FUCK YOU BASTARD,T P T
WE DONT CARE,P O S
4 cores,O O
rak u,O P
moreplz,O
this tyiny haVBE BIG ISSUE,P O O O O
yea,O
GO LET HIM ABANDON [SEPA] FUCK,S O P O SEPA T
win [SEPA] haha,O SEPA O
report legion,S C
rip,O
Omg [SEPA] ty,O SEPA O
xd,O
ez mid,S S
wp lo,S O
lol sure,O O
:D [SEPA] carry tide tfw [SEPA] ftw,O SEPA S C O SEPA O
gg,S
do uit,O O
ggwp,S
im just messing with you [SEPA] its a hard matchup [SEPA] and no one came to help you,O O O O P SEPA P O O O SEPA O O P O O S P
lol,O
EZ,S
fcking bitvh,T O
now its annoying,O P O
lol creeps,O S
gg wp ez mid and top,S S S S O S
yeah noob,O T
u have 4 cores [SEPA] and are 40 k or so [SEPA] leading,P O O O SEPA O O O O O O SEPA O
or it will not count,O P O O O
gj,S
nice so want tank,O O O S
back 2 mins,S O O
eaz,O
no future,O O
[SEPA] ok,SEPA O
2111,O
gg wp,S S
just what the fuck,O P O T
ready [SEPA] g,O SEPA O
nice la,O O
wr has to rc,C O O O
end [SEPA] end,O SEPA O
you tried so hard for 2 mmr,P O O O O O D
hahaha,O
aggg,O
ez bait,S S
is he coming back,O P O S
easy noob,O T
g,O
ggwp,S
w8 pls,O O
lol,O
GG [SEPA] just take rosh [SEPA] and end middle,S SEPA O S S SEPA O O O
take a nap,S O O
gg,S
hae [SEPA] really cute girl : [SEPA] love this hero much,O SEPA O O P O SEPA O P O O
he s online,P O O
XD,O
gg wpo report me team and recomend,S O S P O O O
hahah,O
clock werk [SEPA] u fucking wizard,C O SEPA P T O
aight chill a bit good luck all,O O O O O O P
report legion please,S C O
Nice DUel,O D
EleGiggle,O
gg,S
EZ,S
noob,T
GG,S
gg,S
hahaa,O
Very lag,O O
sry 4 my team defending,O O P O O
LOL,O
EZ INVOKER [SEPA] : [SEPA] i deserve acommend,S C SEPA O SEPA P O O
[SEPA] like you throw it wr,SEPA O P S P C
gg [SEPA] our storm [SEPA] doesnt know how his passive works xD [SEPA] XD [SEPA] XD [SEPA] XD,S SEPA P C SEPA O O O P O O O SEPA O SEPA O SEPA O
[SEPA] gg [SEPA] wipe,SEPA S SEPA S
ez game :),S O O
wow fucken do something useful [SEPA] 10,O T O P O SEPA O
like ur enigma,O P C
haha [SEPA] GG,O SEPA S
doom down boiz [SEPA] gg wp [SEPA] gl next game,C O O SEPA S S SEPA S O O
report all TA please [SEPA] first pick,S P C O SEPA O O
gg wp,S S
yea,O
lol,O
im fine,O O
wp ember,S C
baited,O
report lion and pudge please [SEPA] where did the lich ult go [SEPA] that is my question,S C O C O SEPA P O O C S S SEPA P O P O
HIII,O
ez,S
LOL,O
Report Invo,S C
gg,S
not havin a good game rubick,O O O O O C
w8 plz,O O
please invoker carried you,O C O P
GG,S
haha [SEPA] ez game,O SEPA S O
BIASA,O
oh man that is terrible,O P P O O
this team [SEPA] is pathetic,P O SEPA O O
ahghahahah,O
gg,S
rofl [SEPA] nice ulti od,S SEPA O S C
gg,S
gg,S
gg,S
USELESS SS SILENCER,O C C
dont waste ur gold boys [SEPA] i am 6k smurf,O O P O O SEPA P C O O
pls just report them so that you dont get them in game,O O S P O P P O O P O O
wait la,O O
ez 1000 coin,S O O
gg tho,S O
:' D,O O
fair game,O O
sf and aa were in mute xd,C O C O O O O
techis idd good [SEPA] the best plater [SEPA] player,C O O SEPA O O D SEPA O
was EZZZ,O S
noob,T
NOOB,T
gg command me,S O P
gg,S
magnus wag rat gaming shit [SEPA] noob magnus,C O S O T SEPA T C
ggwp,S
im off my chops,O S P O
thankyou for serving our country,O O O P O
all planned [SEPA] we got the gem,P O SEPA P O O D
has wisped an Io,O O O C
bg,O
thx [SEPA] for 2 gem,O SEPA O O D
and i rocked the ground [SEPA] That s a plus,O P O O O SEPA P O O O
mkb haha,D O
1 min,O O
NO [SEPA] VISION,O SEPA O
Gg bp,S O
thinks his a sick cunt hahahha,O P O O T O
there [SEPA] Hahaha,P SEPA O
190 here,O O
niggers plz,T O
im sure this is winnable,O O P O O
huskar cant fight,C O O
klikl [SEPA] wtF [SEPA] asdgsdgh,O SEPA T SEPA O
lol,O
same,O
noob team gg,T O S
wait,O
gabe,O
1v4 [SEPA] 1v4 lo,O SEPA O O
ez ez ez,S S S
ggwp,S
fucking thais,T O
so you belive it,O P O P
EZ [SEPA] 3 IDIOTS WITH ME,S SEPA O T O P
lol,O
bb more,C O
what happened to him,P O O P
no [SEPA] we jstbreak up,O SEPA P O O
ggwp,S
2 way ping here 102 now,O O O O O O
Easy game [SEPA] slark no silver [SEPA] Ns no heart,O O SEPA C O O SEPA O O D
rly [SEPA] i m too fast,O SEPA P O O O
triple [SEPA] not all the time,O SEPA O P O O
25 come to papa now [SEPA] noooow,O O O O O SEPA O
gg,S
ez,S
ggwp,S
go away [SEPA] KappaRoss,S O SEPA O
gg wp commend me plz,S S O P O
free mmr [SEPA] gg,O D SEPA S
he is online [SEPA] in game [SEPA] reconnecting,P O O SEPA O O SEPA O
more freezes retarded reborn,O O T O
fuck ya,T O
go feed [SEPA] please [SEPA] end,S D SEPA O SEPA O
your mom is free lose [SEPA] stfu,P D O O O SEPA T
LOLOL,O
value rp,O S
intro by BH,O O C
def for 5 minutes let pudge get abandon rofl,O O O O O C O O S
if you do ghusk,O P O C
ggwp,S
IT S TRAMP [SEPA] OMFG [SEPA] TUSK,P O T SEPA O SEPA C
hehe,O
lolol,O
report sniper plzz,S C O
:),O
lol,O
ggwp,S
WP,S
worst SF eVA [SEPA] SHIT,O C O SEPA T
this guy is an idiot,P P O O T
hpta bara,O C
ok go report,O S S
gg,S
WD,C
still stuck in loading screen,O O O O O
meh they wouldnt know [SEPA] lucky they listen,O P O O SEPA O P O
feed team in full effeect,D O O O O
gg wp [SEPA] sry brood,S S SEPA O C
gg,S
rofl [SEPA] ez lanes win [SEPA] now,S SEPA S S O SEPA O
nice save,O O
no,O
can you fuck off already,O P T S O
better blockers than the hayne plane,O O O O O O
dude is on his 15 doller mic talkin shit on his alienware,P O O P O O O O T O P O
wow what a good joke,O P O O O
Hello bois,O O
yuked,O
NOOB [SEPA] PICK 4 CARYY [SEPA] WANNA BES,T SEPA O O O SEPA O O
finally,O
are you stupid,O P T
lol [SEPA] cm,O SEPA C
why my sipport,O P O
h3h3,O
WTF,T
hihi,O
haha :D,O O
sunstrike,O
Lol [SEPA] Lol [SEPA] Easy,O SEPA O SEPA O
templer [SEPA] Report pls,O SEPA S O
HES SO BA [SEPA] AHHAHAHAA [SEPA] im so happy rn,O O O SEPA O SEPA O O O O
bitch,T
i think you did a great job,P O P O O O O
not today where,O O P
SF and Tuskar [SEPA] Bought their accounts,C O C SEPA O P O
ZZZZ,O
so he dont need DC [SEPA] if he only have mouse problem,O P O O O SEPA O P O O O O
surprise motherfucker ; D,O T O O
